200	3	704
199	3	704
198	3	704
197	3	704
196	3	704
195	3	704
194	3	704
193	3	704
192	3	704
191	3	704
190	3	704
189	3	704
188	3	704
187	3	704
186	3	704
185	3	704
184	3	704
183	3	704
182	3	704
181	3	704
180	3	704
179	3	704
178	3	704
177	3	704
176	3	704
175	3	704
174	3	704
173	3	704
172	3	704
171	3	704
170	3	704
169	3	704
168	3	704
167	3	704
166	3	704
165	3	704
164	3	704
163	3	704
162	3	704
161	3	704
160	3	704
159	3	704
158	3	704
157	3	704
156	3	704
155	3	704
154	3	704
153	3	704
152	3	704
151	3	704
150	3	704
149	3	704
148	3	704
147	3	704
146	3	704
145	3	704
144	3	704
143	3	704
142	3	704
141	3	704
140	3	704
139	3	704
138	3	704
137	3	704
136	3	704
135	3	704
134	3	704
133	3	704
132	3	704
131	3	704
130	3	704
129	3	704
128	3	704
127	3	704
126	3	704
125	3	704
124	3	704
123	3	704
122	3	704
121	3	704
120	3	704
119	3	704
118	3	704
117	3	704
116	3	704
115	3	704
114	3	704
113	3	704
112	3	704
111	3	704
110	3	704
109	3	704
108	3	704
107	3	704
106	3	704
105	3	704
104	4	554
103	4	554
102	4	554
101	4	554
100	4	554
99	4	554
98	4	554
97	4	554
96	4	554
95	4	554
94	4	554
93	4	554
92	4	554
91	4	554
90	4	554
89	5	461
88	5	461
87	6	398
86	6	398
85	6	398
84	6	398
83	6	398
82	6	398
81	7	353
80	7	353
79	7	353
78	7	353
77	7	353
76	7	353
75	7	353
74	7	353
73	7	353
72	8	318
71	8	318
70	8	318
69	8	318
68	8	318
67	8	318
66	8	318
65	8	318
64	8	318
63	8	318
62	8	318
61	8	318
60	8	318
59	8	318
58	8	318
57	8	318
56	8	318
55	8	318
54	9	288
53	10	265
52	10	265
51	11	245
50	11	245
49	11	245
48	11	245
47	11	245
46	11	245
45	11	245
44	11	245
43	11	245
42	11	245
41	11	245
40	12	228
39	12	228
38	12	228
37	12	228
36	12	228
35	13	213
34	14	200
33	14	200
32	14	200
31	14	200
30	14	200
29	14	200
28	14	200
27	14	200
26	14	200
25	14	200
24	15	189
23	16	178
22	18	161
21	20	147
20	21	141
19	23	130
18	23	130
17	24	125
16	25	121
15	26	117
14	26	117
13	28	109
12	29	106
11	31	100
10	36	87
9	36	87
8	38	83
7	42	76
6	48	67
5	54	60
4	63	52
3	77	43
2	128	26
1	393	9
