200	69	1822
199	70	1799
198	70	1799
197	70	1799
196	70	1799
195	70	1799
194	70	1799
193	71	1776
192	71	1776
191	71	1776
190	71	1776
189	71	1776
188	72	1754
187	72	1754
186	72	1754
185	72	1754
184	73	1732
183	73	1732
182	73	1732
181	73	1732
180	73	1732
179	73	1732
178	74	1711
177	74	1711
176	74	1711
175	74	1711
174	74	1711
173	74	1711
172	74	1711
171	75	1691
170	76	1671
169	77	1651
168	77	1651
167	77	1651
166	77	1651
165	77	1651
164	77	1651
163	77	1651
162	77	1651
161	77	1651
160	77	1651
159	78	1632
158	78	1632
157	78	1632
156	79	1613
155	79	1613
154	79	1613
153	80	1595
152	80	1595
151	80	1595
150	80	1595
149	80	1595
148	80	1595
147	80	1595
146	80	1595
145	80	1595
144	80	1595
143	80	1595
142	80	1595
141	80	1595
140	81	1577
139	81	1577
138	81	1577
137	81	1577
136	81	1577
135	81	1577
134	83	1542
133	84	1526
132	84	1526
131	84	1526
130	84	1526
129	85	1509
128	85	1509
127	85	1509
126	85	1509
125	85	1509
124	85	1509
123	86	1493
122	86	1493
121	86	1493
120	86	1493
119	86	1493
118	86	1493
117	87	1477
116	88	1462
115	88	1462
114	88	1462
113	89	1447
112	89	1447
111	89	1447
110	89	1447
109	89	1447
108	89	1447
107	90	1432
106	91	1417
105	91	1417
104	92	1403
103	94	1375
102	94	1375
101	94	1375
100	94	1375
99	94	1375
98	96	1349
97	96	1349
96	96	1349
95	97	1336
94	97	1336
93	97	1336
92	97	1336
91	97	1336
90	97	1336
89	97	1336
88	99	1310
87	99	1310
86	99	1310
85	100	1298
84	102	1274
83	104	1251
82	105	1240
81	108	1208
80	109	1198
79	111	1178
78	111	1178
77	112	1168
76	117	1121
75	120	1095
74	122	1078
73	122	1078
72	124	1062
71	126	1046
70	126	1046
69	128	1031
68	129	1023
67	131	1009
66	131	1009
65	135	981
64	136	974
63	140	948
62	140	948
61	141	942
60	143	929
59	147	906
58	147	906
57	148	900
56	150	889
55	153	872
54	154	867
53	154	867
52	156	857
51	156	857
50	159	841
49	161	832
48	165	813
47	166	808
46	168	799
45	173	777
44	175	769
43	176	765
42	179	752
41	182	741
40	183	737
39	189	715
38	195	694
37	199	681
36	205	662
35	208	653
34	214	635
33	218	624
32	230	593
31	232	588
30	242	565
29	248	552
28	253	542
27	258	532
26	262	524
25	271	508
24	279	494
23	290	476
22	296	467
21	312	444
20	326	426
19	343	405
18	365	382
17	375	372
16	390	359
15	416	337
14	436	322
13	455	309
12	491	287
11	530	267
10	581	244
9	627	227
8	693	206
7	774	185
6	887	162
5	1032	140
4	1281	114
3	1673	88
2	2480	60
1	5318	28
