200	0	101
100	1	101
99	1	101
98	1	101
97	1	101
96	1	101
95	1	101
94	1	101
93	1	101
92	1	101
91	1	101
90	1	101
89	1	101
88	1	101
87	1	101
86	1	101
85	1	101
84	1	101
83	1	101
82	1	101
81	1	101
80	1	101
79	1	101
78	1	101
77	1	101
76	1	101
75	1	101
74	1	101
73	1	101
72	1	101
71	1	101
70	1	101
69	1	101
68	1	101
67	1	101
66	1	101
65	1	101
64	1	101
63	1	101
62	1	101
61	1	101
60	1	101
59	1	101
58	1	101
57	1	101
56	1	101
55	1	101
54	1	101
53	1	101
52	1	76
51	2	76
50	2	76
49	2	76
48	2	76
47	2	76
46	2	65
45	3	65
44	3	65
43	3	65
42	3	65
41	3	65
40	3	65
39	3	65
38	3	65
37	3	58
36	4	58
35	4	58
34	4	58
33	4	53
32	5	53
31	5	53
30	5	53
29	5	48
28	6	48
27	6	48
26	6	45
25	7	45
24	7	45
23	7	42
22	8	42
21	8	42
20	8	42
19	8	39
18	9	39
17	9	39
16	9	37
15	10	37
14	10	37
13	10	35
12	11	35
11	11	29
10	14	27
9	16	25
8	17	23
7	20	20
6	24	17
5	29	15
4	34	11
3	53	6
2	105	2
1	524	
